country,cluster,date,upper_bound,forecast,lower_bound
Country_c,Product_28,2018-01-01,13571791.9123241,13153290.8357248,12722293.5633563
Country_h,Product_26,2018-12-01,31980445.9269241,30434859.042131,28905756.436912
Country_e,Product_66,2018-11-01,7356888.7813755,5949024.11298581,4654755.72432976
Country_a,Product_27,2018-06-01,366194704.850654,332257616.611772,298641926.498003
Country_e,Product_67,2018-07-01,32814678.290739,26589729.6963224,20626886.6766956
Country_a,Product_17,2018-08-01,32871442.9494674,28376596.6227325,23805316.595915
Country_b,Product_1,2018-06-01,626852.469456453,361008.022592078,46718.467975514
Country_f,Product_20,2018-12-01,4983949.4111387,4531160.70549591,4086307.30189298
Country_f,Product_57,2017-12-01,323635.485743224,121995.197746918,0
Country_c,Product_52,2018-12-01,18807086.9371087,16964309.2369902,14973258.3439358
Country_b,Product_37,2019-02-01,177401348.827951,161942097.768215,145171713.788201
Country_j,Product_26,2018-11-01,45952576.7108222,43302357.2525023,40420109.9012882
Country_j,Product_20,2019-04-01,2952606.03940221,2853700.84944991,2750958.77234771
Country_i,Product_39,2018-05-01,13336229.5143572,9488324.13193405,5767597.44600995
Country_e,Product_12,2018-05-01,2047.08446272524,1816.88369865001,1586.18385226194
Country_g,Product_12,2017-10-01,46117.2925536276,39409.1348019263,33699.6003552234
Country_f,Product_20,2017-11-01,3909045.54104325,3439489.58991425,3004176.43487372
Country_f,Product_53,2018-10-01,265760.933159896,214109.256096977,166535.329681769
Country_h,Product_7,2018-10-01,3267027969.11835,2912500331.1037,2553369563.47482
Country_g,Product_65,2018-01-01,8218.47858027513,6467.43033341309,4660.33098967305
Country_j,Product_92,2018-11-01,275868.990338052,255699.386916003,235974.863254287
Country_b,Product_38,2019-06-01,839015169.451883,737908200.289985,643543600.522551
Country_c,Product_11,2018-12-01,2439608.73769845,1506595.87823121,652816.941151975
Country_g,Product_16,2019-04-01,1879951.97477597,1796384.57375622,1711187.36469099
Country_g,Product_4,2017-11-01,3100207.92632426,2484576.51311187,1855776.30042085
Country_d,Product_64,2019-01-01,75900.9402136306,59462.0978310665,42053.1973720239
Country_d,Product_59,2017-11-01,62943662.7475907,46335157.9212038,28763424.8090819
Country_h,Product_18,2018-01-01,7956.53282115307,7542.45335254352,7140.69492229857
Country_f,Product_67,2018-08-01,31616034.0465907,20729166.2480406,8619139.43097591
Country_c,Product_1,2018-10-01,1224945.70928878,1148046.5599655,1067356.24232326
Country_a,Product_31,2018-12-01,0,0,0
Country_f,Product_24,2018-01-01,17935.069949258,16593.6087574663,15244.111549329
Country_h,Product_16,2017-12-01,1256333.25108185,1178319.24313922,1094588.24641471
Country_f,Product_11,2017-08-01,1829238.84670987,1287726.03569619,778558.050641276
Country_i,Product_58,2018-05-01,785129.234024087,752486.701254356,719363.772166364
Country_b,Product_43,2018-04-01,5372536087.90345,4684590157.7544,4007733656.40405
Country_i,Product_32,2019-03-01,9990837.78663087,7250993.08146628,4514575.81904404
Country_e,Product_30,2017-10-01,26062.1580168002,22212.1319390273,18022.236703098
Country_e,Product_34,2017-11-01,141104905.434208,87308484.8239351,38336749.5363778
Country_d,Product_41,2019-04-01,1279770067.10497,885798381.075331,455908164.307447
Country_j,Product_13,2018-05-01,84842753.0317342,62926152.5362608,39050983.0264755
Country_a,Product_16,2018-08-01,1253129.71285788,1191133.57247597,1131916.58469462
Country_d,Product_22,2018-06-01,735.021967700555,304.66589212084,0
Country_e,Product_12,2018-06-01,2022.44527162305,1800.55541614085,1573.51979739635
Country_h,Product_4,2017-10-01,2142644.8431486,1709771.23734313,1277173.92346355
Country_i,Product_32,2017-10-01,12274067.9625297,9621777.259462,6796259.3839429
Country_g,Product_12,2019-06-01,47547.0844113932,42013.6383500573,36297.0502272495
Country_j,Product_95,2019-06-01,4633829003.58114,4168991764.3338,3706636487.15428
Country_d,Product_41,2017-11-01,1860074045.17571,1462586549.26999,1036535321.63669
Country_f,Product_23,2019-03-01,280244.920607655,242232.501019856,207743.593048453
Country_f,Product_26,2019-04-01,62238114.706791,54839004.9013951,47132574.3930184
Country_c,Product_37,2017-10-01,890645655.33305,855754314.072774,820688314.205447
Country_g,Product_22,2018-06-01,9935.11208598001,6430.82873672144,2827.23072561257
Country_g,Product_9,2019-01-01,97144931.4497267,82846108.3594024,67567748.6611582
Country_d,Product_9,2018-03-01,101743662.269581,94166473.6786786,86319175.5260486
Country_d,Product_55,2017-12-01,120397.054739105,112742.891545991,104161.630842782
Country_b,Product_4,2018-05-01,50723400.0796556,33791013.825555,18432107.585062
Country_g,Product_3,2018-10-01,2590050.45961145,2307765.77216036,2029725.89356394
Country_h,Product_54,2018-08-01,917769800.831724,735027261.003072,560952780.10303
Country_e,Product_66,2017-09-01,6312737.45979457,5088146.91020815,3795441.88882771
Country_h,Product_22,2017-12-01,3266.2962361767,2832.74834745267,2398.24835898621
Country_j,Product_94,2018-08-01,5655261.35173701,0,0
Country_d,Product_22,2019-02-01,794.510023175634,401.293617191746,0
Country_b,Product_26,2017-12-01,252850129.459026,67836495.2593508,0
Country_d,Product_11,2018-01-01,0,0,0
Country_b,Product_35,2017-09-01,2553500.19092704,2237804.78894461,1931842.32079741
Country_h,Product_25,2019-06-01,4959370.84501282,4427876.49885134,3927667.70139177
Country_j,Product_18,2018-04-01,21498.5041719067,19956.7421961179,18364.8294512849
Country_d,Product_52,2019-02-01,14761652.2765209,14047429.9291349,13388749.6710223
Country_h,Product_29,2019-05-01,24252040.1439047,23356001.9264919,22445584.4239504
Country_f,Product_70,2018-01-01,887599.398980199,606605.242120376,299562.815597455
Country_h,Product_11,2018-06-01,3123585.99356346,2758706.71327307,2406932.96060567
Country_f,Product_62,2017-08-01,41213182.1710332,17018344.6583977,0
Country_j,Product_29,2018-01-01,37647550.1857232,34730943.6524244,31940934.0676293
Country_b,Product_43,2018-05-01,5874107387.92844,5215587195.91676,4610295209.92649
Country_g,Product_72,2019-02-01,548524824.540564,524065942.145899,500071776.467295
Country_e,Product_42,2018-12-01,64646727.6144872,55483530.3252976,46328837.3769992
Country_b,Product_37,2017-12-01,154056513.353592,137026422.32677,119915755.984477
Country_e,Product_53,2018-02-01,15897.7157441001,14304.2551636924,12752.953703695
Country_e,Product_71,2018-12-01,4437.82672790356,3889.01373848123,3308.79455563433
Country_f,Product_39,2019-03-01,20648349.9522508,18752403.5213299,16991740.3667002
Country_d,Product_8,2018-08-01,1372090.37010276,0,0
Country_g,Product_4,2017-08-01,3059993.78987245,2496265.73747303,1906458.63634861
Country_d,Product_61,2018-11-01,510018749.807317,482703843.343538,453974952.233822
Country_c,Product_44,2019-01-01,789501.339585159,764331.350643166,736945.772574228
Country_b,Product_33,2019-03-01,529637863.446599,474552113.795224,417934246.503778
Country_i,Product_91,2018-02-01,15195.8945208756,12792.5355102207,10479.8936886765
Country_a,Product_23,2017-09-01,142555.581264238,132036.060759322,122464.081529427
Country_d,Product_9,2017-11-01,106304532.233669,98667384.5506795,90845179.7878541
Country_j,Product_28,2017-08-01,3642270.99060705,3011013.93444431,2393735.22221942
Country_b,Product_34,2018-10-01,6567569077.20827,5988871325.64978,5384220461.51111
Country_a,Product_5,2018-02-01,93895068.035787,51340336.9789617,7632045.03052196
Country_e,Product_34,2018-10-01,97573604.9085039,48778125.6339189,0
Country_j,Product_20,2017-08-01,2420046.25452435,2336833.9147447,2251928.27458
Country_a,Product_24,2018-02-01,831.624106046464,560.080498183318,283.77235048585
Country_f,Product_75,2018-06-01,2110299468.35843,1154291429.29042,255291459.69561
Country_h,Product_23,2018-10-01,105186.989444109,100323.153727064,95483.6298318934
Country_e,Product_30,2018-10-01,31770.4729430846,28016.5602303858,23712.7090357864
Country_j,Product_92,2017-11-01,215759.921285998,196851.681100881,178188.687877414
Country_a,Product_21,2017-12-01,224755.264645756,214947.011171613,204745.02678444
Country_f,Product_18,2019-03-01,13021.1488074053,11598.5638923998,10235.6597405983
Country_f,Product_65,2019-06-01,13268.3347595835,11027.0685980734,8842.48117076293
Country_g,Product_69,2017-12-01,318017.766290214,248240.842400483,178186.6459473
Country_b,Product_41,2019-04-01,4858108279.92518,4292095100.41193,3758324472.40355
Country_c,Product_32,2018-11-01,7821196.43244657,7406843.32159806,6976224.43445001
Country_g,Product_22,2018-04-01,12720.4333109123,9277.78726694366,5623.0882308396
Country_f,Product_61,2018-08-01,302160412.147807,268953579.835017,237308787.541226
Country_c,Product_55,2018-08-01,80281.6539995443,77763.2125274419,75132.1257280679
Country_b,Product_35,2019-06-01,2947982.14617991,2655607.23546141,2375481.64719427
Country_c,Product_9,2018-06-01,81591864.2401364,76824504.8458146,72125486.7652496
Country_d,Product_8,2018-04-01,1446535.72248146,0,0
Country_i,Product_28,2018-09-01,71530337.8789947,67562942.6341816,63505507.6920449
Country_g,Product_71,2018-12-01,86724.4770036945,68386.1587725602,49702.5017380092
Country_j,Product_94,2019-01-01,0,0,0
Country_f,Product_61,2019-01-01,478250615.840423,445783506.087545,414464511.198173
Country_b,Product_42,2017-09-01,876974339.232568,825118379.430974,771586207.86667
Country_f,Product_29,2018-02-01,38616337.8471633,34385004.5132353,30391046.5964469
Country_a,Product_17,2019-04-01,30153567.2385484,25800668.9322695,21190402.5298995
Country_f,Product_77,2017-10-01,16114491.2974706,11893266.8614871,7481825.89828681
Country_b,Product_33,2018-10-01,495289863.425569,436511057.738787,382547838.049349
Country_h,Product_9,2017-11-01,43984839.878025,40556382.2171141,37136935.1363548
Country_f,Product_74,2018-09-01,371041563.651808,293038997.393191,216166509.760615
Country_g,Product_16,2018-12-01,1766079.13193004,1685336.49304227,1606952.12377034
Country_f,Product_70,2019-02-01,1372423.91341663,1079503.38595968,805526.216840246
Country_j,Product_4,2019-05-01,5873487.1072345,3335533.23211985,880008.996981889
Country_f,Product_80,2018-11-01,4055994.83174617,2773180.74517611,1430668.89516528
Country_f,Product_11,2017-10-01,3761923.72456165,3268200.31556807,2715122.86621541
Country_i,Product_22,2018-05-01,8176.77837143193,5316.71201156649,2353.55907196983
Country_f,Product_13,2018-07-01,142201483.915572,125699704.46838,109877089.335114
Country_g,Product_36,2018-04-01,1461274362.64135,869629824.793618,325519577.592311
Country_d,Product_62,2019-06-01,114629216.243967,103819327.948868,93001911.9335784
Country_f,Product_81,2019-01-01,66068782.2755025,48771483.1716598,31391684.8272686
Country_f,Product_18,2018-02-01,10615.9336232717,9252.50012648847,7866.53240379341
Country_e,Product_12,2017-08-01,1728.49552952261,1503.77798651533,1281.79866474284
Country_d,Product_16,2017-12-01,6479446.20512523,6146381.75185794,5805194.59062015
Country_f,Product_74,2019-03-01,410657674.31694,330964599.411188,251335583.402229
Country_e,Product_18,2018-01-01,485.064298435093,404.564029137635,328.209157654406
Country_a,Product_26,2017-10-01,18657498.3325661,17318907.4320895,15979584.6018706
Country_b,Product_11,2018-11-01,5747240.3675228,5369482.63628853,4998636.69077297
Country_i,Product_62,2017-12-01,53547120.0600867,37463464.5739506,20807382.0677962
Country_g,Product_73,2019-01-01,840799752.187347,594926848.118281,369263283.171738
Country_g,Product_11,2019-03-01,4055019.77176478,2226924.41062562,411811.210288678
Country_b,Product_18,2017-09-01,9177.11952503958,8174.68949124354,7341.94534203108
Country_i,Product_14,2018-09-01,305545.50312739,289281.528238059,273114.508690433
Country_e,Product_42,2018-06-01,58040557.6758818,49290517.22533,39695164.7813176
Country_f,Product_20,2019-05-01,5426825.96714217,4948483.08132586,4470558.53864041
Country_b,Product_18,2018-12-01,10282.7024566981,9343.0086090333,8420.63966217299
Country_i,Product_6,2019-06-01,1207956237.01947,1065251080.59113,912826064.953559
Country_d,Product_45,2018-11-01,9830847.76901499,9416182.3985015,8967777.25646957
Country_g,Product_67,2018-03-01,390373281.918454,282195704.939705,181500531.874307
Country_b,Product_40,2017-11-01,623003486.703482,491724157.230167,364048752.81212
Country_a,Product_16,2017-12-01,1150375.43279263,1087886.58592922,1023054.40971029
Country_g,Product_13,2019-03-01,106592416.386994,76118118.2895396,47183675.9155714
Country_g,Product_12,2017-09-01,42077.924024062,35818.5108915571,29621.957678403
Country_d,Product_60,2017-11-01,913324.351819254,784581.523522931,658401.701682718
Country_d,Product_60,2018-06-01,673457.496324106,555708.021581803,430383.45887134
Country_b,Product_31,2017-11-01,65889.2829564222,49586.7333540862,34130.7919483364
Country_g,Product_18,2018-09-01,11988.4645134615,9104.5932632575,6308.67028927159
Country_g,Product_36,2019-05-01,576411398.661747,38635561.0233499,0
Country_g,Product_72,2018-04-01,559858963.499329,534449056.078939,510830900.069461
Country_g,Product_53,2019-03-01,688818.60218727,500881.740773743,310584.015608639
Country_a,Product_11,2018-03-01,5818.26576043331,0,0
Country_j,Product_9,2018-11-01,60055001.7596407,51462973.2201685,43669667.7853752
Country_c,Product_51,2018-06-01,1227341.2259006,985348.05898326,732155.056476266
Country_d,Product_57,2019-03-01,168055.736769406,150181.713988428,132545.319450008
Country_j,Product_11,2017-10-01,29661.4613131957,0,0
Country_c,Product_48,2017-12-01,40714.3397881946,34334.1143209427,28279.5111485629
Country_j,Product_18,2018-08-01,19826.050300688,18280.1550819276,16711.8930604744
Country_j,Product_62,2018-08-01,107794948.879898,96728842.0308403,85055817.0758974
Country_g,Product_1,2017-09-01,912690.248145806,777995.421076485,645028.457232071
Country_f,Product_82,2018-09-01,4062938030.40067,3661773427.3107,3230880091.66659
Country_c,Product_11,2019-04-01,2763108.64922629,1876851.42215657,962735.005447391
Country_d,Product_58,2018-09-01,534069.384165903,501647.884203987,471174.76057216
Country_a,Product_5,2018-06-01,144348778.760534,97824603.3059552,53762770.8580305
Country_g,Product_85,2019-02-01,79799809.6320209,73187373.5032675,67125452.5940651
Country_a,Product_3,2018-03-01,2479309.82416223,2441533.98055213,2407072.85662339
Country_a,Product_9,2019-06-01,21915241.2168256,17327915.1206617,13001542.7252935
Country_c,Product_48,2018-01-01,38940.6282869341,33433.3050106951,27409.2474149122
Country_j,Product_22,2018-10-01,10672.3596938831,8528.07513226298,6323.51898746038
Country_d,Product_28,2019-06-01,8762431.05069381,7306739.03586284,5762975.12603286
Country_g,Product_71,2019-05-01,78750.5050127483,60030.6160036756,41585.8657708476
Country_h,Product_54,2018-03-01,1157197982.2324,962210287.45027,780838688.059704
Country_e,Product_34,2017-12-01,124094223.191332,77599261.9541081,27235561.1622439
Country_g,Product_34,2017-12-01,1172312541.89185,0,0
Country_c,Product_11,2018-02-01,2732794.1240715,1822203.39451614,985025.806206588
Country_c,Product_47,2017-09-01,2718603701.02116,2595547561.57166,2470536707.35807
Country_g,Product_12,2018-01-01,41087.5944899652,35149.1659962678,29001.8337770424
Country_h,Product_14,2018-11-01,15951.6588885824,14553.5496426014,13308.6289564424
Country_g,Product_16,2018-07-01,1598126.58178653,1517767.1466662,1435738.50747026
Country_g,Product_13,2018-05-01,137950837.298729,105907968.9692,75315254.5768505
Country_g,Product_18,2018-05-01,9930.99459289531,7127.01398428275,4086.31287453185
Country_h,Product_10,2019-06-01,2285.81764411092,1109.55155714097,0
Country_f,Product_83,2019-03-01,1587417.06407239,0,0
Country_h,Product_19,2018-10-01,143591455.176987,126852863.351738,109827250.065951
Country_f,Product_57,2018-07-01,353460.147453107,139377.23533009,0
Country_a,Product_8,2018-03-01,8670255.71905637,6909575.99431258,5120168.44714785
Country_f,Product_1,2018-02-01,630314.424485624,531593.466696429,441268.168346277
Country_j,Product_23,2018-05-01,125668.151956244,119715.400802391,113166.498066253
Country_a,Product_31,2018-07-01,0,0,0
Country_g,Product_73,2017-09-01,1038034381.61437,788641424.503897,554547474.273928
Country_g,Product_72,2019-05-01,594401320.865591,568674388.235551,543208303.314487
Country_f,Product_31,2019-03-01,0,0,0
Country_c,Product_11,2019-06-01,2528197.64897606,1651344.31018181,795695.046259023
Country_d,Product_64,2017-08-01,81587.5177030477,66363.8035684704,50443.8353199548
Country_d,Product_11,2018-11-01,28554.5537644155,0,0
Country_b,Product_34,2018-03-01,7470346861.84321,6868441591.39672,6292981930.03002
Country_f,Product_60,2018-12-01,299271.999832292,194428.961700203,101341.996816194
Country_d,Product_18,2019-01-01,26261.0067901848,24671.4775238592,23095.3887905461
Country_i,Product_13,2018-03-01,80167973.1432096,25859346.3899216,0
Country_f,Product_70,2018-09-01,715009.789609229,442757.705818017,159221.503742981
Country_g,Product_11,2018-01-01,5181532.04056234,3293311.48606353,1561966.85193832
Country_j,Product_4,2017-09-01,4632750.45950231,1883394.88850188,0
Country_b,Product_37,2017-11-01,150326347.784367,133409238.501851,117120806.846546
Country_c,Product_16,2018-12-01,4014346.89008152,3924807.1166186,3831217.00668253
Country_f,Product_39,2019-01-01,17974238.9152264,16045225.2794945,14133137.1162787
Country_h,Product_55,2018-05-01,82646.8474239779,78140.4698221226,73992.9378015122
Country_d,Product_55,2017-11-01,127337.841084279,119371.870500353,110996.482495237
Country_f,Product_37,2019-02-01,85163612.6485986,72735448.3220894,61047540.3406435
Country_d,Product_62,2017-08-01,118062564.357655,108095645.290567,97769436.2287473
Country_b,Product_35,2019-05-01,2814188.31937841,2494834.36127765,2218219.16609914
Country_j,Product_62,2018-11-01,113467774.488074,101183280.827944,89308963.7124912
Country_f,Product_16,2017-10-01,2282436.60167415,2083460.01409423,1889680.11064307
Country_d,Product_58,2019-06-01,530869.203674024,500812.589618215,469283.268200378
Country_f,Product_60,2019-02-01,277947.600036343,179196.784421373,86607.9947855972
Country_a,Product_30,2019-03-01,5226930.84686861,4902894.11858149,4581973.003298
Country_a,Product_23,2018-02-01,135455.398492358,126314.879261156,117569.9120006
Country_i,Product_20,2017-08-01,16155815.9051264,15756260.6755666,15358810.8968932
Country_d,Product_56,2018-02-01,4334576.33701531,4086738.14032263,3840188.46220316
Country_g,Product_72,2017-09-01,451516354.631155,424761130.637409,398509107.196984
Country_d,Product_26,2018-10-01,91476956.1213326,85995290.428823,80447024.1979241
Country_h,Product_25,2019-02-01,4508955.71311273,4098646.01960026,3716227.30085533
Country_i,Product_13,2018-01-01,115602407.619726,61597307.8570416,3023612.23596462
Country_j,Product_31,2017-10-01,0,0,0
Country_j,Product_23,2018-10-01,137034.952230289,130805.414573042,124845.275559831
Country_j,Product_93,2019-06-01,243138540.162657,216033869.24237,190364364.942579
Country_c,Product_11,2019-03-01,2300345.69144344,1389854.90150529,488834.783444916
Country_i,Product_29,2019-04-01,173468333.862951,166024404.623726,158341224.852408
Country_i,Product_28,2018-08-01,61517343.5518773,56945962.6539764,52863720.0033677
Country_g,Product_53,2017-08-01,700345.478031318,531309.455937014,347537.724743927
Country_a,Product_21,2017-09-01,222568.503678188,211904.473641786,202365.533110879
Country_j,Product_93,2018-04-01,241819047.698713,215111209.385277,190181996.952718
Country_f,Product_58,2017-08-01,387038.443993911,341307.62190751,294529.520310243
Country_e,Product_36,2017-09-01,100151159.676787,90275331.991927,79868148.7281806
Country_b,Product_38,2017-09-01,766883101.75579,662003309.441977,561921304.159433
Country_a,Product_5,2017-12-01,168456943.069847,125189424.663719,80204568.5582896
Country_e,Product_43,2019-03-01,52434694.2865005,41595471.8822293,31711473.0575608
Country_a,Product_27,2018-09-01,322801460.477089,289559365.64298,254887458.822391
Country_j,Product_92,2018-03-01,235198.952194881,215556.509631677,196795.004647818
Country_j,Product_12,2018-09-01,126015.53183083,117390.74552562,109364.047029601
Country_d,Product_41,2019-03-01,1338072066.40325,934668062.767746,472989701.154325
Country_f,Product_57,2019-03-01,358162.600729464,159300.985956085,0
Country_i,Product_1,2018-01-01,2002525.45909682,1657883.2457254,1275627.82225721
Country_a,Product_9,2018-09-01,24626243.3650263,19878969.3288471,15622800.2977966
Country_g,Product_9,2018-10-01,109214160.689875,93977517.4181218,79307128.4862504
Country_b,Product_38,2017-10-01,711819728.152949,616824364.343957,521898123.817106
Country_g,Product_71,2018-01-01,71469.8642813388,53063.1604836202,35061.5430419992
Country_f,Product_30,2018-02-01,3487677.24327285,3330303.69808149,3163036.95788317
Country_g,Product_53,2017-10-01,632917.749654151,443749.560776385,265424.676209361
Country_h,Product_16,2018-07-01,1652705.79213782,1573517.30520731,1495288.34726489
Country_a,Product_2,2018-09-01,128904459.527889,105171498.675052,81827814.8911416
Country_j,Product_28,2018-02-01,3326732.31297457,2694896.70446987,2065452.01783252
Country_h,Product_54,2018-05-01,1197458879.63484,997296517.671005,824008472.9921
Country_f,Product_28,2018-02-01,49059572.3298167,35848455.3559842,23426190.0172025
Country_a,Product_22,2018-09-01,0,0,0
Country_c,Product_1,2018-05-01,1112788.44974149,1032182.06415429,952432.551589116
Country_d,Product_14,2018-02-01,89428.2338841314,81047.605024235,72830.953795497
Country_d,Product_4,2019-03-01,5641970.42921119,4454076.4915678,3273698.60022266
Country_d,Product_45,2019-02-01,10402768.1763771,9844045.59258974,9249678.82602981
Country_g,Product_71,2018-05-01,69081.0934238361,52126.0069491975,32497.7881826923
Country_i,Product_90,2018-05-01,1745903472.29449,1443445142.00918,1167484439.52442
Country_i,Product_6,2018-11-01,1367652677.25508,1279948246.82502,1191235704.86247
Country_i,Product_26,2018-11-01,200399893.322681,185302640.808572,170688703.84228
Country_f,Product_83,2019-02-01,1569681.99543507,0,0
Country_j,Product_56,2018-03-01,3796302.67883621,3649414.77706862,3513428.20434247
Country_e,Product_69,2018-03-01,20385.8833977179,14454.8477019673,8314.57355254162
Country_g,Product_30,2018-05-01,3117199.46705614,2726351.60613397,2331607.94069181
Country_d,Product_14,2018-11-01,94903.2730694662,86475.0610194173,77741.7088054732
Country_a,Product_13,2017-11-01,28432001.6279234,22774203.244307,16961486.7065835
Country_a,Product_26,2017-08-01,18825215.9668921,17487163.5712231,16049283.4481921
Country_h,Product_53,2018-03-01,618380.231741204,552909.167337407,489471.587808258
Country_e,Product_35,2018-03-01,2292076.15186447,2045446.59626512,1784507.5908317
Country_a,Product_1,2018-10-01,254208.23641619,233170.494485029,211044.733975353
Country_i,Product_58,2018-12-01,880473.813369125,846888.607868572,809819.319625017
Country_g,Product_11,2017-09-01,6039570.36974653,4212030.05328706,2257061.42124622
Country_d,Product_56,2019-04-01,5398483.24341001,5147296.72627463,4887459.60033209
Country_f,Product_34,2019-01-01,1251116058.97627,820433092.251985,450470191.813988
Country_a,Product_12,2018-03-01,84827.9361784049,81474.1977659451,78109.2146733514
Country_a,Product_22,2018-12-01,0,0,0
Country_h,Product_28,2019-06-01,30704792.089219,11362397.4775525,0
Country_h,Product_10,2018-11-01,4109.25171418377,2795.03932013425,1647.12119154338
Country_c,Product_18,2018-10-01,37186.7712709429,33354.8778193957,29478.9720731626
Country_i,Product_6,2017-09-01,734739648.568588,724000498.775497,712699760.979062
Country_d,Product_59,2018-06-01,26485930.0110321,8427847.65989892,0
Country_c,Product_26,2018-01-01,52472644.5017876,48847383.1435805,44808013.7006589
Country_b,Product_4,2017-12-01,45782896.5569917,28636700.3557371,13171403.7665846
Country_f,Product_62,2018-05-01,83264894.5010532,58880579.3515906,35419610.5909202
Country_f,Product_67,2017-08-01,36683132.5686066,25026913.3532792,13213407.3370077
Country_f,Product_13,2017-08-01,72874616.3162569,57218739.7010058,41410762.5468757
Country_g,Product_30,2017-11-01,3176578.82862992,2773830.96942448,2415979.34076254
Country_h,Product_27,2018-08-01,559974119.609291,524956920.424145,487262527.072705
Country_f,Product_11,2017-09-01,3664710.31131217,3146603.19337198,2617614.74171741
Country_g,Product_58,2019-04-01,344445.658805794,316196.889490471,289144.736906919
Country_a,Product_18,2017-08-01,13357.1283842304,11661.0556481769,10005.5845865676
Country_d,Product_62,2018-11-01,131267069.969139,121434282.645411,110374746.163103
Country_d,Product_16,2019-04-01,8289301.42995218,7917462.12358426,7559371.714093
Country_e,Product_3,2019-03-01,424201.904129828,419795.391808927,415642.585439677
Country_f,Product_81,2018-05-01,99095069.7713048,81558448.8254787,64930382.2180666
Country_c,Product_50,2018-08-01,3492881439.8793,3274462421.78851,3064789812.96196
Country_b,Product_41,2019-02-01,4650613675.01901,4115518475.75344,3573586302.75417
Country_f,Product_4,2018-05-01,76841780.5896254,63134279.8208941,50004171.6118106
Country_f,Product_16,2019-06-01,3175848.88201087,2958673.21054066,2759334.78223326
Country_f,Product_9,2018-04-01,182234128.860124,168192076.555901,153066747.270764
Country_g,Product_67,2017-11-01,444368067.341691,339217677.851465,244223883.577272
Country_i,Product_24,2018-02-01,7391.8473683047,5872.7643815714,4347.14240697791
Country_d,Product_13,2018-01-01,59888704.4811662,48463716.9418028,37582135.6979177
Country_i,Product_11,2019-06-01,322750.331846898,122665.912099493,0
Country_g,Product_85,2017-11-01,66192385.2609953,60016890.015716,53993248.6593669
Country_f,Product_79,2018-11-01,55140479.0033641,39528920.5615403,26494404.282967
Country_b,Product_34,2018-07-01,5856563459.80184,5230215788.14081,4654295316.02245
Country_f,Product_73,2017-08-01,387348020.492556,233338225.477147,89644902.881385
Country_d,Product_9,2018-10-01,105371402.344181,97142629.3222302,89080464.3654833
Country_i,Product_91,2018-07-01,11411.0330449793,9046.19497588661,6724.46509822492
Country_c,Product_51,2018-05-01,1118929.52199238,873512.439210942,635492.975385073
Country_f,Product_74,2019-06-01,301528549.710289,220762676.823697,144379905.164912
Country_e,Product_35,2018-10-01,2388610.5351228,2139260.84675314,1891262.15099114
Country_d,Product_22,2019-04-01,736.61505793303,300.498419332371,0
Country_h,Product_25,2018-08-01,3999098.57239378,3737475.59264799,3504896.07799089
Country_i,Product_24,2017-08-01,7775.46611808496,6237.26860384236,4692.044407546
Country_h,Product_29,2019-03-01,23814327.5081689,22966708.983867,22072831.8439003
Country_a,Product_30,2018-05-01,4764559.42410431,4439207.40385994,4108548.5142744
Country_j,Product_31,2018-05-01,0,0,0
Country_d,Product_65,2017-10-01,9954.31718549993,7675.21404652869,5631.36887365492
Country_a,Product_23,2017-08-01,151149.512915545,141949.183875088,133635.946372899
Country_c,Product_12,2017-09-01,183965.511881426,177815.656483518,171828.837470279
Country_i,Product_28,2018-11-01,71569332.8419185,67484636.3278847,63254748.666011
Country_d,Product_18,2019-04-01,25848.7504123971,24352.7999218519,22678.4906941043
Country_f,Product_30,2018-03-01,3635045.97740954,3475750.41540563,3304702.07745211
Country_i,Product_24,2018-09-01,7852.01259873163,6261.27059198582,4727.63167715929
Country_f,Product_52,2018-06-01,15943248.9342001,14340876.0388462,12690432.3388092
Country_e,Product_30,2019-01-01,36760.2129386804,32736.5067342907,28779.156605799
Country_f,Product_22,2018-12-01,0,0,0
Country_j,Product_14,2019-03-01,16448.5037892424,14789.8126065084,13060.1782345538
Country_b,Product_39,2018-12-01,8518538.79143895,7304446.38406342,5953559.21325589
Country_i,Product_12,2019-02-01,816893.512969942,750739.665384716,687806.00684763
Country_c,Product_28,2018-10-01,15125732.234466,13388841.0940627,11618113.9104647
Country_a,Product_7,2018-10-01,1011285682.36773,910860554.219076,812049058.311093
Country_f,Product_74,2018-07-01,468699976.562391,389043269.372046,314307955.496017
Country_f,Product_60,2017-12-01,297982.423729374,196539.02957349,95035.0745749158
Country_e,Product_42,2019-03-01,61989297.699432,53553831.138432,44526354.2565315
Country_h,Product_18,2018-10-01,9807.70636244176,9393.55689839824,8935.28866655323
Country_i,Product_11,2018-08-01,286304.764283669,92037.2438439005,0
Country_j,Product_4,2019-02-01,2883196.18738224,100076.379616491,0
Country_c,Product_52,2018-07-01,15924068.255197,14812686.3648988,13610382.663319
Country_a,Product_11,2017-12-01,86452.540499225,0,0
Country_j,Product_95,2018-07-01,5132160211.30874,4628255890.56203,4180197616.89771
Country_c,Product_47,2018-05-01,2949085784.3428,2826465495.96665,2701954839.91491
Country_j,Product_93,2017-09-01,233362805.823073,208034289.36526,180151869.020745
Country_c,Product_37,2019-02-01,896756967.246274,862302390.739319,824588947.579667
Country_b,Product_18,2019-04-01,10839.8911671554,10005.1715270964,9098.62041801519
Country_b,Product_1,2017-10-01,461148.440249391,174326.169841397,0
